id,name,set_name,stored_id,row_lang,id_lang,id_product,id_console,current_value,price_source_url
jp-SV2a-170,ゼニガメ,ポケモンカード151,8709215,JA,ZH,Pikachu #170,Pokemon Chinese 151 Collect,623.96,
jp-SV2a-177,ゴーリキー,ポケモンカード151,8709219,JA,ZH,Arbok EX #177,Pokemon Chinese 151 Collect,1.19,
jp-SV2a-182,ハクリュー,ポケモンカード151,8709224,JA,ZH,Kangaskhan EX #182,Pokemon Chinese 151 Collect,1.79,
jp-SV2a-190,フーディンex,ポケモンカード151,8743657,JA,ZH,Zapdos EX #190,Pokemon Chinese 151 Collect,32.0,
jp-SV2D-070,Ruinous Desert,Clay Burst,2213872,JA,EN,Mind Sculpt #070,Magic M15,0.32,
jp-SV3-003,Bellossom,Ruler of the Black Flame,2201024,JA,EN,Ugin's Conjurant #003,Magic War of the Spark,0.32,https://www.pricecharting.com/game/pokemon-japanese-ruler-of-the-black-flame/bellossom-3
jp-SV3-009,Capsakid,Ruler of the Black Flame,2201235,JA,EN,Defiant Strike [Foil] #009,Magic War of the Spark,0.15,https://www.pricecharting.com/game/pokemon-japanese-ruler-of-the-black-flame/capsakid-9
jp-SV3-032,Tyranitar ex,Ruler of the Black Flame,2209549,JA,EN,Relief Captain #032,Magic Oath of the Gatewatch,0.08,https://www.pricecharting.com/game/pokemon-japanese-ruler-of-the-black-flame/tyranitar-ex-32
jp-SV3-049,Baltoy,Ruler of the Black Flame,2200997,JA,EN,Eternal Skylord #049,Magic War of the Spark,0.3,https://www.pricecharting.com/game/pokemon-japanese-ruler-of-the-black-flame/baltoy-49
jp-SV3-062,Lycanroc,Ruler of the Black Flame,2209664,JA,EN,Roiling Waters #062,Magic Oath of the Gatewatch,0.04,
jp-SV3-078,Mawile,Ruler of the Black Flame,2209552,JA,EN,Sky Scourer #078,Magic Oath of the Gatewatch,0.05,https://www.pricecharting.com/game/pokemon-japanese-ruler-of-the-black-flame/mawile-78
jp-SV3-083,Varoom,Ruler of the Black Flame,2209633,JA,EN,Corpse Churn #083,Magic Oath of the Gatewatch,0.1,
jp-SV3-090,Kangaskhan,Ruler of the Black Flame,2209667,JA,EN,Tar Snare #090,Magic Oath of the Gatewatch,0.31,https://www.pricecharting.com/game/pokemon-japanese-ruler-of-the-black-flame/kangaskhan-90
jp-SV3a-055,Luxury Cape,Raging Surf,12571288,JA,KO,Luxury Cape #55,Pokemon Korean Raging Surf,1.76,https://www.pricecharting.com/game/pokemon-japanese-raging-surf/gorgeous-cape-55
jp-SV4a-023,クエスパトラex,レイジングサーフ,845025,JA,EN,Metang #023,Pokemon Promo,495.28,
jp-SV4a-038,ヒトデマン,レイジングサーフ,2201324,JA,EN,Wanderer's Strike [Foil] #038,Magic War of the Spark,0.32,
jp-SV4a-051,セビエ,レイジングサーフ,2212568,JA,EN,Shifting Loyalties #51,Magic Fate Reforged,0.09,
jp-SV4a-063,ボルトロス,レイジングサーフ,2199238,JA,EN,Sage of the Falls #063,Magic Throne of Eldraine,0.1,
jp-SV4a-075,フーディンex,レイジングサーフ,150,JA,EN,Mausoleum Secrets #075,Magic Guilds of Ravnica,1.11,
jp-SV4a-084,フワライド,レイジングサーフ,2206233,JA,EN,Hungry Flames #084,Magic Aether Revolt,0.07,
jp-SV4a-096,デカヌチャン,レイジングサーフ,322,JA,EN,Direct Current #096,Magic Guilds of Ravnica,0.02,
jp-sv5m-063,Reboot Bot,Cyber Judge,2199238,JA,EN,Sage of the Falls #063,Magic Throne of Eldraine,0.1,https://www.pricecharting.com/game/pokemon-japanese-cyber-judge/reboot-pod-63
jp-sv5m-097,Bianca's Devotion,Cyber Judge,2209525,JA,EN,Immobilizer Eldrazi #097,Magic Oath of the Gatewatch,0.08,https://www.pricecharting.com/game/pokemon-japanese-cyber-judge/bianca%27s-sincerity-97
jp-SV7-091,Antique Cover Fossil,Stellar Miracle,7418614,JA,EN,Antique Cover Fossil #129,Pokemon Stellar Crown,0.21,https://www.pricecharting.com/game/pokemon-japanese-stellar-miracle/cover-fossil-91
jp-SV8-096,Chill Teaser Toy,Super Electric Breaker,322,JA,EN,Direct Current #096,Magic Guilds of Ravnica,0.02,https://www.pricecharting.com/game/pokemon-japanese-super-electric-breaker/fluffy-cat-toy-96
jp-SV8a-001,Budew,Terastal Festival ex,12030795,JA,KO,Budew #1,Pokemon Korean Terastal Festival ex,1.79,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/budew-master-ball-1
jp-SV8a-002,Leafeon,Terastal Festival ex,12031134,JA,KO,Leafeon #2,Pokemon Korean Terastal Festival ex,8.4,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/leafeon-master-ball-2
jp-SV8a-003,Leafeon ex,Terastal Festival ex,12031141,JA,KO,Leafeon Ex #200,Pokemon Korean Terastal Festival ex,43.58,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/leafeon-ex-3
jp-SV8a-009,Dipplin,Terastal Festival ex,12030772,JA,KO,Dipplin #9,Pokemon Korean Terastal Festival ex,,
jp-SV8a-016,Iron Leaves ex,Terastal Festival ex,12030977,JA,KO,Iron Leaves Ex #16,Pokemon Korean Terastal Festival ex,,
jp-SV8a-020,Teal Mask Ogerpon ex,Terastal Festival ex,12031094,JA,KO,Teal Mask Ogerpon Ex #20,Pokemon Korean Terastal Festival ex,4.6,
jp-SV8a-026,Hearthflame Mask Ogerpon ex,Terastal Festival ex,12030937,JA,KO,Hearthflame Mask Ogerpon Ex #204,Pokemon Korean Terastal Festival ex,4.1,
jp-SV8a-031,Vaporeon ex,Terastal Festival ex,9746694,JA,KO,Vaporeon Ex #205,Pokemon Korean Terastal Festival ex,40.44,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/vaporeon-ex-31
jp-SV8a-037,Snorunt,Terastal Festival ex,12031071,JA,KO,Snorunt #37,Pokemon Korean Terastal Festival ex,3.0,
jp-SV8a-041,Glaceon ex,Terastal Festival ex,12030897,JA,KO,Glaceon Ex #206,Pokemon Korean Terastal Festival ex,45.59,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/glaceon-ex-41
jp-SV8a-050,Wellspring Mask Ogerpon ex,Terastal Festival ex,12031031,JA,KO,Wellspring Mask Ogerpon Ex #208,Pokemon Korean Terastal Festival ex,3.99,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/wellspring-mask-ogerpon-ex-50
jp-SV8a-055,Iron Thorns,Terastal Festival ex,12030983,JA,KO,Iron Thorns #55,Pokemon Korean Terastal Festival ex,1.18,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/iron-thorns-55
jp-SV8a-061,Xatu,Terastal Festival ex,12031047,JA,KO,Xatu #61,Pokemon Korean Terastal Festival ex,,
jp-SV8a-067,Swirlix,Terastal Festival ex,12031079,JA,KO,Swirlix #67,Pokemon Korean Terastal Festival ex,,
jp-SV8a-071,Scream Tail,Terastal Festival ex,12031045,JA,KO,Scream Tail #71,Pokemon Korean Terastal Festival ex,3.0,
jp-SV8a-076,Fezandipiti,Terastal Festival ex,12030914,JA,KO,Fezandipiti #76,Pokemon Korean Terastal Festival ex,3.0,
jp-SV8a-080,Groudon,Terastal Festival ex,12030920,JA,KO,Groudon #80,Pokemon Korean Terastal Festival ex,3.4,
jp-SV8a-087,Slither Wing,Terastal Festival ex,12031068,JA,KO,Slither Wing #87,Pokemon Korean Terastal Festival ex,,
jp-SV8a-094,Trubbish,Terastal Festival ex,12031136,JA,KO,Trubbish #94,Pokemon Korean Terastal Festival ex,,
jp-SV8a-100,Roaring Moon,Terastal Festival ex,12031015,JA,KO,Roaring Moon #100,Pokemon Korean Terastal Festival ex,5.6,
jp-SV8a-106,Beldum,Terastal Festival ex,12030745,JA,KO,Beldum #106,Pokemon Korean Terastal Festival ex,,
jp-SV8a-112,Duraludon,Terastal Festival ex,12030825,JA,KO,Duraludon #112,Pokemon Korean Terastal Festival ex,,
jp-SV8a-118,Dreepy,Terastal Festival ex,12030798,JA,KO,Dreepy #118,Pokemon Korean Terastal Festival ex,8.42,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/dreepy-master-ball-118
jp-SV8a-123,Miraidon,Terastal Festival ex,12031167,JA,KO,Miraidon #123,Pokemon Korean Terastal Festival ex,2.79,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/miraidon-123
jp-SV8a-128,Noctowl,Terastal Festival ex,12031193,JA,KO,Noctowl #128,Pokemon Korean Terastal Festival ex,,
jp-SV8a-134,Bloodmoon Ursaluna ex,Terastal Festival ex,12030755,JA,KO,Bloodmoon Ursaluna Ex #134,Pokemon Korean Terastal Festival ex,,
jp-SV8a-140,Glass Trumpet,Terastal Festival ex,12030904,JA,KO,Glass Trumpet #140,Pokemon Korean Terastal Festival ex,,
jp-SV8a-145,Tera Orb,Terastal Festival ex,12031115,JA,KO,Tera Orb #145,Pokemon Korean Terastal Festival ex,,
jp-SV8a-147,Buddy-Buddy Poffin,Terastal Festival ex,12030790,JA,KO,Buddy-Buddy Poffin #147,Pokemon Korean Terastal Festival ex,,
jp-SV8a-153,Rescue Board,Terastal Festival ex,12030995,JA,KO,Rescue Board #153,Pokemon Korean Terastal Festival ex,,
jp-SV8a-154,Binding Mochi,Terastal Festival ex,12030751,JA,KO,Binding Mochi #154,Pokemon Korean Terastal Festival ex,,
jp-SV8a-156,Haban Berry,Terastal Festival ex,12030927,JA,KO,Haban Berry #156,Pokemon Korean Terastal Festival ex,,
jp-SV8a-160,Technical Machine: Evolution,Terastal Festival ex,12031105,JA,KO,Technical Machine: Evolution #160,Pokemon Korean Terastal Festival ex,,
jp-SV8a-166,Janine's Secret Art,Terastal Festival ex,12031000,JA,KO,Janine's Secret Art #166,Pokemon Korean Terastal Festival ex,,
jp-SV8a-170,Carmine,Terastal Festival ex,12030804,JA,KO,Carmine #170,Pokemon Korean Terastal Festival ex,,
jp-SV8a-176,Briar,Terastal Festival ex,12030778,JA,KO,Briar #176,Pokemon Korean Terastal Festival ex,,
jp-SV8a-181,Jamming Tower,Terastal Festival ex,12030997,JA,KO,Jamming Tower #181,Pokemon Korean Terastal Festival ex,,
jp-SV8a-185,Jet Energy,Terastal Festival ex,12031005,JA,KO,Jet Energy #185,Pokemon Korean Terastal Festival ex,,
jp-SV8a-192,Atticus,Terastal Festival ex,12030743,JA,KO,Atticus #192,Pokemon Korean Terastal Festival ex,3.49,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/atticus-192
jp-SV8a-198,Mela,Terastal Festival ex,12031158,JA,KO,Mela #198,Pokemon Korean Terastal Festival ex,2.7,
jp-SV8a-205,Vaporeon ex,Terastal Festival ex,9746694,JA,KO,Vaporeon Ex #205,Pokemon Korean Terastal Festival ex,40.44,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/vaporeon-ex-205
jp-SV8a-206,Glaceon ex,Terastal Festival ex,12030897,JA,KO,Glaceon Ex #206,Pokemon Korean Terastal Festival ex,45.59,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/glaceon-ex-206
jp-SV8a-212,Sylveon ex,Terastal Festival ex,12001489,JA,KO,Sylveon Ex #212,Pokemon Korean Terastal Festival ex,89.99,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/sylveon-ex-212
jp-SV8a-213,Iron Valiant ex,Terastal Festival ex,12030994,JA,KO,Iron Valiant Ex #213,Pokemon Korean Terastal Festival ex,4.53,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/iron-valiant-ex-213
jp-SV8a-218,Roaring Moon ex,Terastal Festival ex,12031021,JA,KO,Roaring Moon Ex #218,Pokemon Korean Terastal Festival ex,27.45,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/roaring-moon-ex-218
jp-SV8a-224,Eevee ex,Terastal Festival ex,9746697,JA,KO,Eevee Ex #224,Pokemon Korean Terastal Festival ex,22.24,
jp-SV8a-229,Drayton,Terastal Festival ex,12030797,JA,KO,Drayton #229,Pokemon Korean Terastal Festival ex,8.56,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/drayton-229
jp-SV8a-235,Walking Wake ex,Terastal Festival ex,11650922,JA,KO,Walking Wake Ex #235,Pokemon Korean Terastal Festival ex,1.78,https://www.pricecharting.com/game/pokemon-japanese-terastal-festival/walking-wake-ex-235
jp-SV9a-060,Cynthia's Power Weight,Hot Air Arena,11533205,JA,KO,Cynthia's Power Weight #60,Pokemon Korean Heat Wave Arena,0.5,https://www.pricecharting.com/game/pokemon-japanese-heat-wave-arena/cynthia%27s-power-weights-60
jp-SVK-025,緊急ボード,デッキビルドBOX ステラミラクル,845027,JA,EN,Flygon #025,Pokemon Promo,24.99,
jp-SVK-044,ルミナスエネルギー,デッキビルドBOX ステラミラクル,2219492,JA,EN,Niblis of the Breath #44,Magic Dark Ascension,0.4,
jp-vs-007,Lizabeth's Medicham,Movie Release Commemoration VS Pack Sea's Manaphy,2266708,JA,EN,Oust #007,Magic Zendikar vs Eldrazi,0.4,
jp-wak-034,Zorua,Everyone's Exciting Battle,10313267,JA,EN,Zorua #170,Pokemon 2022 Battle Academy,0.19,
jp-wak-045,Poke Ball,Everyone's Exciting Battle,887486,JA,EN,Poke Ball #59,Pokemon Champion's Path,0.18,
jp-xy-p-011,Skiddo,XY Promos,806515,JA,EN,Skiddo #18,Pokemon XY,0.25,
jp-xy-p-020,Scatterbug,XY Promos,806512,JA,EN,Scatterbug #15,Pokemon XY,0.2,
jp-xy-p-102,M Metagross-EX,XY Promos,13196296,JA,EN,Nami [Standard Battle] P-102,One Piece Promo,,
jp-xy-p-113,Rhydon,XY Promos,806559,JA,EN,Rhydon #61,Pokemon XY,0.62,
jp-xy-p-210,Rainbow Energy,XY Promos,806624,JA,EN,Rainbow Energy #131,Pokemon XY,0.69,
jp-xy-p-233,Venusaur-EX,XY Promos,806498,JA,EN,Venusaur EX #1,Pokemon XY,5.78,
jp-xy2-025,Bergmite 1st Edition,Wild Blaze,845027,JA,EN,Flygon #025,Pokemon Promo,24.99,
jp-xy2-028,Luxio 1st Edition,Wild Blaze,2205243,JA,EN,Seraph of the Suns #028,Magic Amonkhet,0.25,
jp-xy2-044,Barbaracle 1st Edition,Wild Blaze,2219492,JA,EN,Niblis of the Breath #44,Magic Dark Ascension,0.4,
jp-xy2-055,M Charizard EX 1st Edition Holofoil,Wild Blaze,2206272,JA,EN,Daring Demolition #055,Magic Aether Revolt,0.37,https://www.pricecharting.com/game/pokemon-japanese-wild-blaze/mega-charizard-ex-55
jp-xy2-066,Snorlax 1st Edition,Wild Blaze,2209178,JA,EN,Ghostly Wings #066,Magic Shadows Over Innistrad,0.09,https://www.pricecharting.com/game/pokemon-japanese-wild-blaze/snorlax-1st-edition-66
jp-xy2-076,Protection Cube 1st Edition,Wild Blaze,2208179,JA,EN,Take Inventory #76,Magic Eldritch Moon,0.5,
jp-xy2-085,Lysandre 1st Edition Holofoil,Wild Blaze,2198788,JA,EN,Epic Downfall #085,Magic Throne of Eldraine,0.28,
jp-xy3-081,Tornadus 1st Edition,Rising Fist,2198707,JA,EN,Cauldron Familiar #081,Magic Throne of Eldraine,2.51,
jp-xy4-028,Helioptile 1st Edition,Phantom Gate,2205243,JA,EN,Seraph of the Suns #028,Magic Amonkhet,0.25,
jp-xy4-048,Boldore 1st Edition,Phantom Gate,2219545,JA,EN,Secrets of the Dead #48,Magic Dark Ascension,0.44,
jp-xy4-061,Swirlix 1st Edition,Phantom Gate,2230827,JA,EN,Eternity Snare #061,Magic Time Spiral,0.05,
jp-xy4-063,Deino 1st Edition,Phantom Gate,2199238,JA,EN,Sage of the Falls #063,Magic Throne of Eldraine,0.1,
jp-xy4-070,Girafarig 1st Edition,Phantom Gate,2213872,JA,EN,Mind Sculpt #070,Magic M15,0.32,https://www.pricecharting.com/game/pokemon-japanese-phantom-gate/girafarig-70
jp-xy4-083,Head Ringer 1st Edition Holofoil,Phantom Gate,2209633,JA,EN,Corpse Churn #083,Magic Oath of the Gatewatch,0.1,
jp-xy4-093,AZ 1st Edition Holofoil,Phantom Gate,2199013,JA,EN,Locthwain Paladin #093,Magic Throne of Eldraine,0.05,
jp-xy6-025,Xatu 1st Edition,Emerald Break,845027,JA,EN,Flygon #025,Pokemon Promo,24.99,
jp-xy6-039,Togekiss 1st Edition Holofoil,Emerald Break,2212608,JA,EN,Lotus Path Djinn #39,Magic Fate Reforged,0.03,
jp-xy6-055,Skarmory 1st Edition,Emerald Break,2206272,JA,EN,Daring Demolition #055,Magic Aether Revolt,0.37,
jp-xy6-070,Trainers' Mail 1st Edition,Emerald Break,2213872,JA,EN,Mind Sculpt #070,Magic M15,0.32,
jp-xy6-084,Hydreigon-EX 1st Edition Holofoil,Emerald Break,2206233,JA,EN,Hungry Flames #084,Magic Aether Revolt,0.07,
jp-xy7-037,Machamp-EX 1st Edition Holofoil,Bandit Ring,2205295,JA,EN,Vizier of Deferment #037,Magic Amonkhet,0.19,
jp-xy7-051,Registeel 1st Edition,Bandit Ring,2212568,JA,EN,Shifting Loyalties #51,Magic Fate Reforged,0.09,
jp-xy7-070,Paint Roller 1st Edition,Bandit Ring,2213872,JA,EN,Mind Sculpt #070,Magic M15,0.32,
jp-xy7-083,M Sceptile-EX 1st Edition Holofoil,Bandit Ring,2209633,JA,EN,Corpse Churn #083,Magic Oath of the Gatewatch,0.1,
jp-xy7-093,Primal Kyogre-EX 1st Edition Holofoil,Bandit Ring,2199013,JA,EN,Locthwain Paladin #093,Magic Throne of Eldraine,0.05,
rsv10pt5-13,Emboar,White Flare,9647354,EN,JA,Emboar #13,Pokemon Japanese White Flare,1.33,https://www.pricecharting.com/game/pokemon-white-flare/emboar-13
rsv10pt5-16,Litwick,White Flare,9647357,EN,JA,Heatmor #16,Pokemon Japanese White Flare,1.41,https://www.pricecharting.com/game/pokemon-white-flare/litwick-16
rsv10pt5-166,Reshiram ex,White Flare,9691681,EN,JA,Hilda #166,Pokemon Japanese White Flare,7.99,https://www.pricecharting.com/game/pokemon-white-flare/reshiram-ex-166
rsv10pt5-173,Reshiram ex,White Flare,9693105,EN,JA,Hilda #173,Pokemon Japanese White Flare,31.18,https://www.pricecharting.com/game/pokemon-white-flare/reshiram-ex-173
rsv10pt5-21,Oshawott,White Flare,9647364,EN,JA,Basculin #21,Pokemon Japanese White Flare,2.05,https://www.pricecharting.com/game/pokemon-white-flare/oshawott-21
rsv10pt5-25,Ducklett,White Flare,9647366,EN,JA,Vanillish #25,Pokemon Japanese White Flare,0.99,https://www.pricecharting.com/game/pokemon-white-flare/ducklett-25
rsv10pt5-3,Leavanny,White Flare,9647344,EN,JA,Leavanny #3,Pokemon Japanese White Flare,1.79,https://www.pricecharting.com/game/pokemon-white-flare/leavanny-3
rsv10pt5-36,Woobat,White Flare,9647377,EN,JA,Yamask #36,Pokemon Japanese White Flare,1.04,https://www.pricecharting.com/game/pokemon-white-flare/woobat-36
rsv10pt5-4,Cottonee,White Flare,9647345,EN,JA,Cottonee #4,Pokemon Japanese White Flare,1.41,https://www.pricecharting.com/game/pokemon-white-flare/cottonee-4
rsv10pt5-42,Gothorita,White Flare,9647383,EN,JA,Jellicent ex #42,Pokemon Japanese White Flare,1.45,https://www.pricecharting.com/game/pokemon-white-flare/gothorita-42
rsv10pt5-51,Archeops,White Flare,9647392,EN,JA,Terrakion #51,Pokemon Japanese White Flare,1.13,https://www.pricecharting.com/game/pokemon-white-flare/archeops-51
rsv10pt5-56,Liepard,White Flare,9647397,EN,JA,Trubbish #56,Pokemon Japanese White Flare,1.5,https://www.pricecharting.com/game/pokemon-white-flare/liepard-56
rsv10pt5-60,Garbodor,White Flare,9647401,EN,JA,Deino #60,Pokemon Japanese White Flare,0.99,https://www.pricecharting.com/game/pokemon-white-flare/garbodor-60
rsv10pt5-65,Deino,White Flare,9647406,EN,JA,Klink #65,Pokemon Japanese White Flare,1.41,https://www.pricecharting.com/game/pokemon-white-flare/deino-65
rsv10pt5-71,Druddigon,White Flare,9647412,EN,JA,Watchog #71,Pokemon Japanese White Flare,1.41,https://www.pricecharting.com/game/pokemon-white-flare/druddigon-71
rsv10pt5-77,Bouffalant ex,White Flare,9647418,EN,JA,Braviary #77,Pokemon Japanese White Flare,1.5,https://www.pricecharting.com/game/pokemon-white-flare/bouffalant-ex-77
rsv10pt5-82,Energy Retrieval,White Flare,9647423,EN,JA,Brave Bangle #82,Pokemon Japanese White Flare,1.04,https://www.pricecharting.com/game/pokemon-white-flare/energy-retrieval-82
rsv10pt5-87,Sewaddle,White Flare,9647441,EN,JA,Sewaddle #87,Pokemon Japanese White Flare,7.5,https://www.pricecharting.com/game/pokemon-white-flare/sewaddle-87
rsv10pt5-88,Swadloon,White Flare,9647442,EN,JA,Swadloon #88,Pokemon Japanese White Flare,5.03,https://www.pricecharting.com/game/pokemon-white-flare/swadloon-88
rsv10pt5-9,Accelgor,White Flare,9647350,EN,JA,Accelgor #9,Pokemon Japanese White Flare,1.25,https://www.pricecharting.com/game/pokemon-white-flare/accelgor-9
rsv10pt5-93,Shelmet,White Flare,9647447,EN,JA,Shelmet #93,Pokemon Japanese White Flare,4.26,https://www.pricecharting.com/game/pokemon-white-flare/shelmet-93
sealed-cn-pc-10032181,Booster Pack,Pokemon Chinese Gem Pack 2,10032181,EN,ZH,Booster Pack,Pokemon Chinese Gem Pack 2,15.3,https://www.pricecharting.com/game/pokemon-chinese-gem-pack-2/booster-pack
sealed-cn-pc-12117842,Booster Box,Pokemon Chinese Gem Pack 4,12117842,EN,ZH,Booster Box,Pokemon Chinese Gem Pack 4,34.87,https://www.pricecharting.com/game/pokemon-chinese-gem-pack-4/booster-box
sealed-cn-pc-8710126,Sealed Booster Pack,Pokemon Chinese Gem Pack,8710126,EN,ZH,Sealed Booster Pack,Pokemon Chinese Gem Pack,41.18,https://www.pricecharting.com/game/pokemon-chinese-gem-pack/sealed-booster-pack
sealed-jp-pc-10085345,Booster Pack,Pokemon Japanese Mega Brave,10085345,EN,JA,Booster Pack,Pokemon Japanese Mega Brave,2.11,https://www.pricecharting.com/game/pokemon-japanese-mega-brave/booster-pack
sealed-jp-pc-10182021,Booster Pack,Pokemon Japanese Rocket Gang,10182021,EN,JA,Booster Pack,Pokemon Japanese Rocket Gang,925.5,https://www.pricecharting.com/game/pokemon-japanese-rocket-gang/booster-pack
sealed-jp-pc-10811193,Special Collection Box,Pokemon Japanese 25th Anniversary Collection,10811193,EN,JA,Special Collection Box,Pokemon Japanese 25th Anniversary Collection,184.99,https://www.pricecharting.com/game/pokemon-japanese-25th-anniversary-collection/special-collection-box
sealed-jp-pc-11501766,Sealed Deck,Pokemon Japanese Start Deck 100 Battle Collection,11501766,EN,JA,Sealed Deck,Pokemon Japanese Start Deck 100 Battle Collection,28.42,https://www.pricecharting.com/game/pokemon-japanese-start-deck-100-battle-collection/sealed-deck
sealed-jp-pc-12231424,Booster Box,Japanese Ninja Spinner,12231424,EN,JA,Booster Box,Pokemon Japanese Ninja Spinner,90.0,https://www.pricecharting.com/game/pokemon-japanese-ninja-spinner/booster-box
sealed-jp-pc-4118465,Booster Pack,Pokemon Japanese Tag All Stars,4118465,EN,JA,Booster Pack,Pokemon Japanese Tag All Stars,51.0,https://www.pricecharting.com/game/pokemon-japanese-tag-all-stars/booster-pack
sealed-jp-pc-4135581,Booster Box,Pokemon Japanese Eevee Heroes,4135581,EN,JA,Booster Box,Pokemon Japanese Eevee Heroes,824.94,
sealed-jp-pc-4556326,Booster Box,Pokemon Japanese VMAX Climax,4556326,EN,JA,Booster Box,Pokemon Japanese VMAX Climax,199.95,https://www.pricecharting.com/game/pokemon-japanese-vmax-climax/booster-box
sealed-jp-pc-4723055,Booster Box,Pokemon Japanese Shiny Star V,4723055,EN,JA,Booster Box,Pokemon Japanese Shiny Star V,132.97,https://www.pricecharting.com/game/pokemon-japanese-shiny-star-v/booster-box
sealed-jp-pc-4956656,Booster Box,Pokemon Japanese 20th Anniversary,4956656,EN,JA,Booster Box,Pokemon Japanese 20th Anniversary,9568.14,https://www.pricecharting.com/game/pokemon-japanese-20th-anniversary/booster-box
sealed-jp-pc-5154432,Booster Pack,Pokemon Japanese Tag Bolt,5154432,EN,JA,Booster Pack,Pokemon Japanese Tag Bolt,212.06,https://www.pricecharting.com/game/pokemon-japanese-tag-bolt/booster-pack
sealed-jp-pc-5252486,Booster Box,Pokemon Japanese CD Promo,5252486,EN,JA,Booster Box,Pokemon Japanese CD Promo,8750.0,
sealed-jp-pc-5604350,Booster Box,Pokemon Japanese Time Gazer,5604350,EN,JA,Booster Box,Pokemon Japanese Time Gazer,111.35,https://www.pricecharting.com/game/pokemon-japanese-time-gazer/booster-box
sealed-jp-pc-5700100,Booster Box,Pokemon Japanese Legendary Shine Collection,5700100,EN,JA,Booster Box,Pokemon Japanese Legendary Shine Collection,2107.03,https://www.pricecharting.com/game/pokemon-japanese-legendary-shine-collection/booster-box
sealed-jp-pc-5834902,Booster Box,Pokemon Japanese Raging Surf,5834902,EN,JA,Booster Box,Pokemon Japanese Raging Surf,95.34,https://www.pricecharting.com/game/pokemon-japanese-raging-surf/booster-box
sealed-jp-pc-5859055,Booster Box,Pokemon Japanese Bandit Ring,5859055,EN,JA,Booster Box,Pokemon Japanese Bandit Ring,2440.45,https://www.pricecharting.com/game/pokemon-japanese-bandit-ring/booster-box
sealed-jp-pc-5952660,Booster Pack,Pokemon Japanese Future Flash,5952660,EN,JA,Booster Pack,Pokemon Japanese Future Flash,3.5,
sealed-jp-pc-6125042,Booster Pack,Pokemon Japanese Shiny Treasure ex,6125042,EN,JA,Booster Pack,Pokemon Japanese Shiny Treasure ex,22.5,https://www.pricecharting.com/game/pokemon-japanese-shiny-treasure-ex/booster-pack
sealed-jp-pc-6281537,Booster Pack,Pokemon Japanese Wild Force,6281537,EN,JA,Booster Pack,Pokemon Japanese Wild Force,3.0,
sealed-jp-pc-6551422,Booster Box,"Pokemon Japanese Gold, Silver, New World",6551422,EN,JA,Booster Box,"Pokemon Japanese Gold, Silver, New World",45000.0,
sealed-jp-pc-6775680,Booster Pack,Pokemon Japanese Night Unison,6775680,EN,JA,Booster Pack,Pokemon Japanese Night Unison,45.69,https://www.pricecharting.com/game/pokemon-japanese-night-unison/booster-pack
sealed-jp-pc-6948762,Booster Pack,Pokemon Japanese 25th Anniversary Collection,6948762,EN,JA,Booster Pack,Pokemon Japanese 25th Anniversary Collection,17.96,https://www.pricecharting.com/game/pokemon-japanese-25th-anniversary-collection/booster-pack
sealed-jp-pc-7557919,Booster Box,Pokemon Japanese Detective Pikachu,7557919,EN,JA,Booster Box,Pokemon Japanese Detective Pikachu,485.46,
sealed-jp-pc-7629624,Booster Pack,Pokemon Japanese Battle Region,7629624,EN,JA,Booster Pack,Pokemon Japanese Battle Region,9.75,https://www.pricecharting.com/game/pokemon-japanese-battle-region/booster-pack
sealed-jp-pc-7978632,Single Deck Box,Pokemon Japanese World Championships 2023,7978632,EN,JA,Single Deck Box,Pokemon Japanese World Championships 2023,26.99,
sealed-jp-pc-8340666,Booster Pack,Pokemon Japanese Sky Legend,8340666,EN,JA,Booster Pack,Pokemon Japanese Sky Legend,11.67,https://www.pricecharting.com/game/pokemon-japanese-sky-legend/booster-pack
sealed-jp-pc-8672550,Booster Pack,Pokemon Japanese Scarlet Ex,8672550,EN,JA,Booster Pack,Pokemon Japanese Scarlet Ex,5.0,https://www.pricecharting.com/game/pokemon-japanese-scarlet-ex/booster-pack
sealed-jp-pc-8798157,Booster Pack,Pokemon Japanese Star Birth,8798157,EN,JA,Booster Pack,Pokemon Japanese Star Birth,4.99,https://www.pricecharting.com/game/pokemon-japanese-star-birth/booster-pack
